Gene	Gene.name	Tissue	nTPM	brain_2	brain_1	mean_expression	sd_expression
ENSG00000164105	SAP30	spinal cord	24.3	Brain	Brain	12.84	5.05617424137892
ENSG00000164106	SCRG1	amygdala	28.5	Brain	Brain	5.34	10.2055007176502
ENSG00000164112	SMIM43	cerebral cortex	4.8	Brain	Brain	0.139024390243902	0.74962592297108
ENSG00000164114	MAP9	choroid plexus	20.7	Brain	Brain	6.506	5.81982572149471
ENSG00000164124	TMEM144	midbrain	81.5	Brain	Brain	17.348	27.9802134169335
ENSG00000164161	HHIP	hippocampal formation	9.1	Brain	Brain	2.482	3.02261476208927
ENSG00000164176	EDIL3	spinal cord	187.8	Brain	Brain	23.776	32.2440854250506
ENSG00000164181	ELOVL7	spinal cord	33.8	Brain	Brain	8.966	8.46301943511792
ENSG00000164185	ZNF474	choroid plexus	7.9	Brain	Brain	0.898	2.7981400528033
ENSG00000164187	LMBRD2	cerebral cortex	15	Brain	Brain	5.492	2.20526642381368
ENSG00000164188	RANBP3L	amygdala	18.8	Brain	Brain	4.204	6.05043294116299
ENSG00000164303	ENPP6	spinal cord	27.8	Brain	Brain	2.92	5.98303724657281
ENSG00000164326	CARTPT	hypothalamus	520.9	Brain	Brain	19.084	75.1041382049631
ENSG00000164366	CCDC127	choroid plexus	29.8	Brain	Brain	6.844	4.5847199634064
ENSG00000164398	ACSL6	cerebellum	30.7	Brain	Brain	6.21	10.0870345149664
ENSG00000164402	SEPTIN8	midbrain	362.8	Brain	Brain	65.272	121.656577600512
ENSG00000164418	GRIK2	cerebellum	61.2	Brain	Brain	3.166	9.26085926281759
ENSG00000164434	FABP7	cerebellum	175.8	Brain	Brain	25.172	50.6007826026436
ENSG00000164438	TLX3	cerebellum	24.8	Brain	Brain	0.536	3.50898322385647
ENSG00000164488	DACT2	basal ganglia	19.1	Brain	Brain	2.256	3.39021160016267
ENSG00000164535	DAGLB	cerebral cortex	12.3	Brain	Brain	7.198	2.50749814332444
ENSG00000164542	MATCAP2	cerebellum	17.4	Brain	Brain	4.554	4.37974046384169
ENSG00000164574	GALNT10	choroid plexus	42.7	Brain	Brain	11.864	8.82398771438818
ENSG00000164600	NEUROD6	cerebral cortex	28.8	Brain	Brain	1.668	6.79136426437491
ENSG00000164604	GPR85	basal ganglia	20.4	Brain	Brain	4.118	6.36645193212684
ENSG00000164615	CAMLG	amygdala	71.6	Brain	Brain	39.496	15.9316775959222
ENSG00000164619	BMPER	cerebellum	5.7	Brain	Brain	1.596	1.55497358728142
ENSG00000164620	RELL2	cerebral cortex	36	Brain	Brain	5.306	7.5169036721463
ENSG00000164627	KIF6	midbrain	8.9	Brain	Brain	1.264	2.05751583920305
ENSG00000164638	SLC29A4	choroid plexus	36.4	Brain	Brain	7.478	9.70889114919612
ENSG00000164659	ELAPOR2	cerebral cortex	12.5	Brain	Brain	4.822	3.61782943156782
ENSG00000164663	USP49	cerebellum	6.2	Brain	Brain	2.748	1.53745615500782
ENSG00000164674	SYTL3	choroid plexus	48.4	Brain	Brain	6.75	8.03366005489099
ENSG00000164683	HEY1	basal ganglia	38.6	Brain	Brain	9.598	10.2574709458073
ENSG00000164684	ZNF704	cerebellum	12.8	Brain	Brain	5.768	3.47542039741605
ENSG00000164687	FABP5	choroid plexus	1805.2	Brain	Brain	330.944	651.40031052733
ENSG00000164707	SLC13A4	choroid plexus	1503.1	Brain	Brain	31.696	212.482134624758
ENSG00000164715	LMTK2	cerebral cortex	16.5	Brain	Brain	6.558	3.15200551641494
ENSG00000164742	ADCY1	cerebellum	32.9	Brain	Brain	5.396	10.0959874834167
ENSG00000164746	C7orf57	choroid plexus	7.6	Brain	Brain	0.76	2.20565136845869
ENSG00000164778	EN2	cerebellum	35.3	Brain	Brain	0.864	4.97900735947581
ENSG00000164794	KCNV1	cerebral cortex	13.1	Brain	Brain	0.526	1.91106445389442
ENSG00000164796	CSMD3	amygdala	1.7	Brain	Brain	0.304	0.627258368795897
ENSG00000164808	SPIDR	choroid plexus	27.2	Brain	Brain	15.768	4.07468240905888
ENSG00000164828	SUN1	cerebellum	98.7	Brain	Brain	44.972	22.6756638406077
ENSG00000164830	OXR1	cerebral cortex	66.2	Brain	Brain	28.228	15.0462015004398
ENSG00000164841	TMEM74	cerebellum	2.7	Brain	Brain	0.582	0.798133025585718
ENSG00000164853	UNCX	cerebellum	22.6	Brain	Brain	0.542	3.19687921803341
ENSG00000164885	CDK5	amygdala	42.4	Brain	Brain	14.452	11.7883069009861
ENSG00000164889	SLC4A2	choroid plexus	272.4	Brain	Brain	29.106	38.326696668915
ENSG00000164898	FMC1	choroid plexus	24	Brain	Brain	10.168	6.82562518628686
ENSG00000164902	PHAX	cerebral cortex	13.3	Brain	Brain	8.004	2.1098370185628
ENSG00000164929	BAALC	amygdala	206.2	Brain	Brain	34.84	75.7539330156985
ENSG00000164951	PDP1	cerebral cortex	44.9	Brain	Brain	15.964	13.2748305650435
ENSG00000164970	FAM219A	amygdala	62.9	Brain	Brain	21.64	19.9740239474439
ENSG00000164972	C9orf24	choroid plexus	232.8	Brain	Brain	15.06	38.3631147253266
ENSG00000164975	SNAPC3	cerebellum	10.2	Brain	Brain	5.566	1.97831199949526
ENSG00000164985	PSIP1	cerebellum	132	Brain	Brain	51.794	30.7590199812036
ENSG00000165023	DIRAS2	cerebellum	149.6	Brain	Brain	7.974	24.361619278643
ENSG00000165046	LETM2	choroid plexus	14.1	Brain	Brain	2.062	3.63008348698057
ENSG00000165061	ZMAT4	basal ganglia	10.6	Brain	Brain	1.382	3.27667638976834
ENSG00000165066	NKX6-3	cerebellum	10.1	Brain	Brain	1.126	4.27874719410021
ENSG00000165138	ANKS6	cerebellum	26.6	Brain	Brain	6.11	4.10998038626831
ENSG00000165152	PGAP4	cerebellum	28.5	Brain	Brain	9.542	7.09009340487105
ENSG00000165169	DYNLT3	cerebral cortex	54.6	Brain	Brain	27.874	12.40930871794
ENSG00000165171	METTL27	choroid plexus	19.6	Brain	Brain	2.824	3.28052758325392
ENSG00000165175	MID1IP1	basal ganglia	129.9	Brain	Brain	40.316	40.8557360397159
ENSG00000165186	PTCHD1	cerebellum	10.9	Brain	Brain	1.056	1.81323479124003
ENSG00000165194	PCDH19	cerebral cortex	6.6	Brain	Brain	0.922	1.2980817873041
ENSG00000165300	SLITRK5	cerebral cortex	9.5	Brain	Brain	1.208	2.33717429248856
ENSG00000165309	ARMC3	choroid plexus	50.1	Brain	Brain	3.014	10.1479264997781
ENSG00000165322	ARHGAP12	spinal cord	24.9	Brain	Brain	11.914	4.93624702520828
ENSG00000165323	FAT3	basal ganglia	13.4	Brain	Brain	1.136	2.18031639718568
ENSG00000165370	GPR101	basal ganglia	5.1	Brain	Brain	0.13	0.740449394707328
ENSG00000165376	CLDN2	choroid plexus	194.7	Brain	Brain	13.962	39.100633587434
ENSG00000165379	LRFN5	cerebral cortex	11.7	Brain	Brain	2.176	2.8006967063244
ENSG00000165383	LRRC18	choroid plexus	23.9	Brain	Brain	1.028	3.87972437480935
ENSG00000165416	SUGT1	choroid plexus	37.8	Brain	Brain	25.596	5.08466923452153
ENSG00000165424	ZCCHC24	amygdala	98.4	Brain	Brain	30.618	29.4050925063351
ENSG00000165434	PGM2L1	cerebral cortex	38.4	Brain	Brain	4.182	5.73520065303841
ENSG00000165443	PHYHIPL	cerebral cortex	53.2	Brain	Brain	8.35	14.6121315267521
ENSG00000165476	REEP3	spinal cord	30.3	Brain	Brain	14.834	6.69921134560339
ENSG00000165478	HEPACAM	amygdala	45	Brain	Brain	6.816	14.3968726762843
ENSG00000165495	PKNOX2	cerebral cortex	21.7	Brain	Brain	5.434	6.1708534784956
ENSG00000165509	MAGEC3	hippocampal formation	2.5	Brain	Brain	0.402	0.755791246418788
ENSG00000165521	EML5	cerebellum	6.8	Brain	Brain	1.468	2.13000335345142
ENSG00000165548	TMEM63C	cerebellum	54.9	Brain	Brain	5.066	9.73922450082916
ENSG00000165553	NGB	cerebral cortex	32.8	Brain	Brain	3.488	11.1055352993773
ENSG00000165566	AMER2	amygdala	30.4	Brain	Brain	5.758	12.2861310560538
ENSG00000165572	KBTBD6	cerebellum	13.7	Brain	Brain	4.978	2.99348203500164
ENSG00000165588	OTX2	choroid plexus	156.3	Brain	Brain	9.174	43.8897171258571
ENSG00000165606	DRGX	spinal cord	2.1	Brain	Brain	0.216	0.797537024922636
ENSG00000165617	DACT1	cerebellum	24.1	Brain	Brain	7.052	6.46968566879885
ENSG00000165623	UCMA	amygdala	2.5	Brain	Brain	0.102	0.386237740047156
ENSG00000165643	SOHLH1	cerebral cortex	41.6	Brain	Brain	2.118	6.80104103675852
ENSG00000165646	SLC18A2	midbrain	37.8	Brain	Brain	3.802	6.96798773400359
ENSG00000165661	QSOX2	cerebellum	31.2	Brain	Brain	7.986	5.65624127014773
ENSG00000165684	SNAPC4	cerebellum	15.9	Brain	Brain	6.054	3.68112726745269
ENSG00000165699	TSC1	cerebellum	31.8	Brain	Brain	11.524	4.68613064352278
ENSG00000165704	HPRT1	cerebral cortex	90.8	Brain	Brain	29.848	18.4909160268009
ENSG00000165714	BORCS5	midbrain	10.6	Brain	Brain	5.76	2.41973181175442
ENSG00000165716	DIPK1B	cerebellum	41.7	Brain	Brain	13.24	9.65843186663596
ENSG00000165730	STOX1	amygdala	28	Brain	Brain	5.13	7.52945915069873
ENSG00000165731	RET	midbrain	15.1	Brain	Brain	2.246	3.60443094662383
ENSG00000165752	STK32C	amygdala	38.8	Brain	Brain	12.12	10.8401182311498
ENSG00000165782	PIP4P1	cerebral cortex	40.3	Brain	Brain	24.054	6.49788694068137
ENSG00000165795	NDRG2	amygdala	1966.3	Brain	Brain	499.24	639.139969978791
ENSG00000165802	NSMF	amygdala	268	Brain	Brain	45.874	87.0744879575024
ENSG00000165821	SALL2	cerebellum	72.1	Brain	Brain	11.458	13.750563476395
ENSG00000165868	HSPA12A	cerebral cortex	46.2	Brain	Brain	9.848	9.14583076642922
ENSG00000165898	ISCA2	choroid plexus	36.3	Brain	Brain	19.182	7.86736192592342
ENSG00000165914	TTC7B	amygdala	68.5	Brain	Brain	22.984	22.2369554515698
ENSG00000165935	SMCO2	choroid plexus	0.5	Brain	Brain	0.082	0.16374444997605
ENSG00000165943	MOAP1	cerebellum	83.8	Brain	Brain	33.458	25.0546186218373
ENSG00000165948	IFI27L1	choroid plexus	88.5	Brain	Brain	18.436	17.350819071415
ENSG00000165970	SLC6A5	cerebellum	0.7	Brain	Brain	0.068	0.21038351762863
ENSG00000165973	NELL1	cerebral cortex	13.2	Brain	Brain	1.366	3.01564695059157
ENSG00000165983	PTER	cerebral cortex	42.4	Brain	Brain	8.486	7.49012983184932
ENSG00000165985	C1QL3	cerebral cortex	26.9	Brain	Brain	1.31	3.93841623612584
ENSG00000165995	CACNB2	cerebellum	17	Brain	Brain	5.534	5.3314856067995
ENSG00000166004	CEP295	cerebellum	15.6	Brain	Brain	7.28	2.5480684961799
ENSG00000166006	KCNC2	cerebral cortex	38.8	Brain	Brain	2.138	6.26603705767555
ENSG00000166016	ABTB2	spinal cord	21.9	Brain	Brain	4.974	4.10558653743001
ENSG00000166033	HTRA1	basal ganglia	597.6	Brain	Brain	173.096	155.941302353135
ENSG00000166068	SPRED1	cerebral cortex	20	Brain	Brain	9.114	4.87212018550865
ENSG00000166073	GPR176	basal ganglia	19.1	Brain	Brain	5.5	4.73730311636553
ENSG00000166086	JAM3	spinal cord	77	Brain	Brain	27.64	19.1480057042236
ENSG00000166091	CMTM5	midbrain	101.9	Brain	Brain	14.592	40.4056514535746
ENSG00000166105	GLB1L3	cerebellum	4.3	Brain	Brain	0.918	1.49893703833682
ENSG00000166111	SVOP	basal ganglia	15.8	Brain	Brain	2.65	5.84913215261679
ENSG00000166136	NDUFB8	amygdala	524.4	Brain	Brain	210.408	129.247801607641
ENSG00000166140	ZFYVE19	spinal cord	25.9	Brain	Brain	11.01	3.34952022150721
ENSG00000166159	LRTM2	basal ganglia	7.9	Brain	Brain	0.556	1.8242314568506
ENSG00000166165	CKB	basal ganglia	850.1	Brain	Brain	194.39	228.109149714941
ENSG00000166167	BTRC	basal ganglia	17.6	Brain	Brain	8.538	4.0468123005544
ENSG00000166171	DPCD	choroid plexus	146	Brain	Brain	26.646	27.2400156582412
ENSG00000166173	LARP6	basal ganglia	82.6	Brain	Brain	26.128	25.0325831748975
ENSG00000166206	GABRB3	cerebral cortex	45.7	Brain	Brain	3.932	7.70251588900719
ENSG00000166257	SCN3B	cerebral cortex	75.8	Brain	Brain	6.394	13.9140130510099
ENSG00000166313	APBB1	cerebellum	186.4	Brain	Brain	35.562	37.9371493662982
ENSG00000166326	TRIM44	cerebellum	24.4	Brain	Brain	12.188	3.81514917995432
ENSG00000166340	TPP1	choroid plexus	177.2	Brain	Brain	63.932	28.9603137315287
ENSG00000166342	NETO1	cerebral cortex	26.3	Brain	Brain	2.282	6.35737367157225
ENSG00000166352	IFTAP	choroid plexus	90.6	Brain	Brain	21.25	16.6845309022631
ENSG00000166405	RIC3	cerebellum	33.6	Brain	Brain	10.546	7.76765165573856
ENSG00000166428	PLD4	midbrain	13.3	Brain	Brain	3.316	3.92664160393004
ENSG00000166446	CDYL2	cerebellum	14.2	Brain	Brain	3.078	2.83421442882705
ENSG00000166448	TMEM130	basal ganglia	138	Brain	Brain	20.156	41.3741621038532
ENSG00000166473	PKD1L2	choroid plexus	8.4	Brain	Brain	1.08536585365854	2.09279250949655
ENSG00000166501	PRKCB	basal ganglia	102.5	Brain	Brain	15.074	23.2416481378422
ENSG00000166503	HDGFL3	amygdala	15.1	Brain	Brain	5.792	3.94977860397367
ENSG00000166546	BEAN1	cerebral cortex	2.2	Brain	Brain	0.376	0.426930190728065
ENSG00000166558	SLC38A8	amygdala	2.7	Brain	Brain	0.202	0.450165502445308
ENSG00000166573	GALR1	cerebral cortex	0.8	Brain	Brain	0.174	0.312207414049947
ENSG00000166578	IQCD	choroid plexus	21.4	Brain	Brain	3.094	7.05365471921891
ENSG00000166596	CFAP52	choroid plexus	38.5	Brain	Brain	3.074	9.54030782885897
ENSG00000166603	MC4R	basal ganglia	2.8	Brain	Brain	0.38	0.898979012717273
ENSG00000166619	BLCAP	basal ganglia	300.7	Brain	Brain	79.664	72.1655233417154
ENSG00000166676	TVP23A	basal ganglia	4.6	Brain	Brain	1.478	1.3291534823307
ENSG00000166681	BEX3	choroid plexus	853.8	Brain	Brain	209.178	190.697001132205
ENSG00000166682	TMPRSS5	amygdala	14.4	Brain	Brain	2.874	4.84864003655475
ENSG00000166685	COG1	basal ganglia	42.7	Brain	Brain	21.448	8.60707445141756
ENSG00000166707	ZCCHC18	cerebral cortex	3.1	Brain	Brain	0.496	0.733724076481182
ENSG00000166780	BMERB1	amygdala	145.9	Brain	Brain	38.86	41.1121313840425
ENSG00000166793	YPEL4	cerebellum	39.1	Brain	Brain	4.12	7.52722948191892
ENSG00000166848	TERF2IP	basal ganglia	182	Brain	Brain	75.54	52.8290890803658
ENSG00000166862	CACNG2	cerebellum	11.3	Brain	Brain	0.732	2.04863717766575
ENSG00000166886	NAB2	cerebellum	54.9	Brain	Brain	19.33	10.272476600616
ENSG00000166897	ELFN2	amygdala	11.2	Brain	Brain	1.384	3.17396037936769
ENSG00000166912	MTMR10	spinal cord	77.1	Brain	Brain	15.064	10.8316196237437
ENSG00000166913	YWHAB	cerebral cortex	262.4	Brain	Brain	121.954	38.5891451904627
ENSG00000166922	SCG5	cerebral cortex	247.6	Brain	Brain	51.564	92.0391703658429
ENSG00000166924	NYAP1	basal ganglia	26.8	Brain	Brain	5.162	9.24712619450729
ENSG00000166925	TSC22D4	amygdala	613.3	Brain	Brain	121.558	208.006742522193
ENSG00000166963	MAP1A	amygdala	112.8	Brain	Brain	19.774	34.9723028018646
ENSG00000166965	RCCD1	cerebellum	11.3	Brain	Brain	4.852	1.88042982494179
ENSG00000166974	MAPRE2	cerebral cortex	107.4	Brain	Brain	35.674	27.0717249135684
ENSG00000166997	CNPY4	choroid plexus	23	Brain	Brain	11.898	5.48424422266893
ENSG00000167011	NAT16	basal ganglia	4.6	Brain	Brain	0.566	1.33731531244429
ENSG00000167037	SGSM1	basal ganglia	13.8	Brain	Brain	3.318	4.40550166246242
ENSG00000167074	TEF	basal ganglia	50.8	Brain	Brain	20.272	14.3409224648506
ENSG00000167100	SAMD14	amygdala	32.6	Brain	Brain	5.77	13.0619755045564
ENSG00000167106	FAM102A	spinal cord	80.7	Brain	Brain	36.436	20.6812915556104
ENSG00000167113	COQ4	choroid plexus	80.9	Brain	Brain	36.236	15.5775841044307
ENSG00000167123	CERCAM	basal ganglia	274.2	Brain	Brain	51.524	82.7169517458329
ENSG00000167178	ISLR2	basal ganglia	9.8	Brain	Brain	1.596	3.06120957819497
ENSG00000167191	GPRC5B	amygdala	158.3	Brain	Brain	40.28	58.5580054305131
ENSG00000167220	HDHD2	cerebellum	34	Brain	Brain	18.69	7.20714639671441
ENSG00000167281	RBFOX3	cerebellum	318.2	Brain	Brain	18.914	49.7746022032301
ENSG00000167283	ATP5MG	choroid plexus	313.1	Brain	Brain	123.112	73.7178975859309
ENSG00000167363	FN3K	cerebral cortex	57.9	Brain	Brain	21.012	18.3445775784184
ENSG00000167371	PRRT2	cerebellum	365.8	Brain	Brain	32.246	58.2080652592447
ENSG00000167377	ZNF23	choroid plexus	15.4	Brain	Brain	6.04	2.59024858944118
ENSG00000167378	IRGQ	cerebellum	8.1	Brain	Brain	3.648	1.87869255448722
ENSG00000167380	ZNF226	choroid plexus	40.8	Brain	Brain	17.272	6.41131143259429
ENSG00000167414	GNG8	hypothalamus	16.7	Brain	Brain	2.638	3.20770055602808
ENSG00000167487	KLHL26	basal ganglia	12.4	Brain	Brain	4.9	2.82979771397901
ENSG00000167515	TRAPPC2L	choroid plexus	116.9	Brain	Brain	51.81	24.3632648360064
ENSG00000167535	CACNB3	amygdala	73.6	Brain	Brain	16.148	17.1991841287277
ENSG00000167536	DHRS13	cerebellum	28	Brain	Brain	7.928	7.23523239122988
ENSG00000167550	RHEBL1	cerebral cortex	3.7	Brain	Brain	0.94	0.841039201687716
ENSG00000167552	TUBA1A	spinal cord	2404.7	Brain	Brain	304.174	401.237017749166
ENSG00000167578	RAB4B	cerebral cortex	77.5	Brain	Brain	31.516	22.833339033715
ENSG00000167614	TTYH1	amygdala	385.7	Brain	Brain	50.408	115.648019544175
ENSG00000167619	TMEM145	cerebellum	204.5	Brain	Brain	8.252	29.3654540894152
ENSG00000167637	ZNF283	cerebellum	5.4	Brain	Brain	3.01	1.15108644332213
ENSG00000167641	PPP1R14A	spinal cord	576.8	Brain	Brain	99.078	117.394352487325
ENSG00000167654	ATCAY	amygdala	43.7	Brain	Brain	7.714	16.873079754691
ENSG00000167680	SEMA6B	amygdala	63.3	Brain	Brain	13.658	18.2176981677327
ENSG00000167699	GLOD4	choroid plexus	84.5	Brain	Brain	38.324	14.8867501696053
ENSG00000167702	KIFC2	basal ganglia	117.3	Brain	Brain	28.744	37.8900674077424
ENSG00000167733	HSD11B1L	amygdala	86.3	Brain	Brain	12.512	19.2585272923292
ENSG00000167755	KLK6	spinal cord	457.6	Brain	Brain	24.098	69.0900462129986
ENSG00000167770	OTUB1	cerebral cortex	126.6	Brain	Brain	56.614	18.598057941185
ENSG00000167771	RCOR2	basal ganglia	5.5	Brain	Brain	1.362	1.53992976251172
ENSG00000167775	CD320	choroid plexus	67.2	Brain	Brain	29.466	15.5819965449403
ENSG00000167778	SPRYD3	basal ganglia	134.5	Brain	Brain	38.456	26.1545809777647
ENSG00000167779	IGFBP6	choroid plexus	348.1	Brain	Brain	66.03	75.0253406169801
ENSG00000167840	ZNF232	choroid plexus	9.2	Brain	Brain	3.438	1.59128878585881
ENSG00000167858	TEKT1	choroid plexus	43	Brain	Brain	2.578	9.09555374670414
ENSG00000167861	HID1	cerebellum	150.8	Brain	Brain	23.062	27.2877178770738
ENSG00000167889	MGAT5B	cerebral cortex	41.5	Brain	Brain	1.848	6.32872428064363
ENSG00000167930	FAM234A	spinal cord	106.3	Brain	Brain	46.454	28.3308241305891
ENSG00000167964	RAB26	basal ganglia	65.2	Brain	Brain	12.438	22.7313672519463
ENSG00000167965	MLST8	cerebral cortex	46.9	Brain	Brain	19.778	10.3028090086824
ENSG00000167967	E4F1	cerebellum	31.8	Brain	Brain	12.694	6.40727934239085
ENSG00000167968	DNASE1L2	cerebellum	16.4	Brain	Brain	2.818	6.55459614409957
ENSG00000167971	CASKIN1	amygdala	41.4	Brain	Brain	6.082	14.2744053809464
ENSG00000167972	ABCA3	cerebellum	39.2	Brain	Brain	10.55	14.2522787293679
ENSG00000167995	BEST1	basal ganglia	21.9	Brain	Brain	6.388	6.7810853384504
ENSG00000167996	FTH1	amygdala	8073.5	Brain	Brain	3701.728	1840.14385274408
ENSG00000168000	BSCL2	basal ganglia	231.8	Brain	Brain	63.684	70.4235244786854
ENSG00000168002	POLR2G	spinal cord	95.2	Brain	Brain	60.284	17.1667495407814
ENSG00000168014	C2CD3	choroid plexus	8.6	Brain	Brain	4.614	1.98925788644296
ENSG00000168016	TRANK1	cerebellum	49	Brain	Brain	10.132	9.39562294966358
ENSG00000168032	ENTPD3	basal ganglia	24.9	Brain	Brain	4.292	5.4986024198362
ENSG00000168067	MAP4K2	cerebellum	19	Brain	Brain	6.138	4.06818868584945
ENSG00000168071	CCDC88B	cerebellum	82.9	Brain	Brain	12.338	17.0191115862043
ENSG00000168077	SCARA3	basal ganglia	69.9	Brain	Brain	24.772	21.6765182835703
ENSG00000168081	PNOC	cerebral cortex	29.2	Brain	Brain	3.526	6.60342551797388
ENSG00000168092	PAFAH1B2	cerebellum	40.1	Brain	Brain	24.76	7.55286133102643
ENSG00000168096	ANKS3	cerebellum	10.3	Brain	Brain	4.996	2.14285333332995
ENSG00000168124	OR1F1	cerebellum	3.3	Brain	Brain	0.13	0.487496729450044
ENSG00000168135	KCNJ4	basal ganglia	54.2	Brain	Brain	5.098	15.5625989382971
ENSG00000168137	SETD5	cerebellum	47.2	Brain	Brain	23.29	6.22464653533001
ENSG00000168159	RNF187	cerebellum	94.3	Brain	Brain	34.378	26.5500858217607
ENSG00000168216	LMBRD1	spinal cord	82.9	Brain	Brain	27.958	14.697689531046
ENSG00000168243	GNG4	amygdala	28.8	Brain	Brain	7.126	9.7840522050437
ENSG00000168246	UBTD2	cerebellum	31.5	Brain	Brain	12.792	6.09977717893474
ENSG00000168259	DNAJC7	basal ganglia	95.3	Brain	Brain	52.59	20.1160434499837
ENSG00000168275	COA6	basal ganglia	62.4	Brain	Brain	27.502	15.506173754018
ENSG00000168280	KIF5C	amygdala	112.6	Brain	Brain	13.336	29.0504329940684
ENSG00000168297	PXK	midbrain	77.8	Brain	Brain	28.448	22.7017417294581
ENSG00000168301	KCTD6	cerebellum	47.8	Brain	Brain	14.168	8.44408838012894
ENSG00000168309	FAM107A	amygdala	1045.1	Brain	Brain	156.738	279.165602151285
ENSG00000168314	MOBP	midbrain	428.9	Brain	Brain	49.038	169.436204224601
ENSG00000168329	CX3CR1	cerebral cortex	34.3	Brain	Brain	4.436	5.34311534899379
ENSG00000168348	INSM2	cerebral cortex	1.5	Brain	Brain	0.188	0.503311483059538
ENSG00000168385	SEPTIN2	spinal cord	262.9	Brain	Brain	173.344	39.325238092355
ENSG00000168395	ING5	cerebellum	26.7	Brain	Brain	14.414	4.6785227914593
ENSG00000168397	ATG4B	cerebellum	33.6	Brain	Brain	15.24	5.50217025827268
ENSG00000168434	COG7	choroid plexus	17	Brain	Brain	10.746	3.11750881706689
ENSG00000168453	HR	cerebellum	29.9	Brain	Brain	5.116	8.66911854380424
ENSG00000168461	RAB31	cerebral cortex	98.4	Brain	Brain	37.3	25.9587113292927
ENSG00000168481	LGI3	basal ganglia	75.7	Brain	Brain	11.492	23.8326892639295
ENSG00000168488	ATXN2L	cerebellum	144.6	Brain	Brain	67.268	29.1340843938743
ENSG00000168490	PHYHIP	basal ganglia	289.8	Brain	Brain	34.016	75.8487333514569
ENSG00000168502	MTCL1	cerebellum	34.9	Brain	Brain	2.274	5.20022801697882
ENSG00000168505	GBX2	basal ganglia	2.7	Brain	Brain	0.154	0.461678393230082
ENSG00000168522	FNTA	spinal cord	149.6	Brain	Brain	42.112	18.5717762604816
ENSG00000168539	CHRM1	basal ganglia	34.4	Brain	Brain	3.97	9.95890023434069
ENSG00000168566	SNRNP48	cerebellum	12	Brain	Brain	5.476	1.8203565472686
ENSG00000168575	SLC20A2	choroid plexus	150.4	Brain	Brain	28.366	28.9396670784625
ENSG00000168582	CRYGA	amygdala	0.2	Brain	Brain	0.028	0.083397254396151
ENSG00000168661	ZNF30	cerebellum	13	Brain	Brain	2.984	2.42633174036151
ENSG00000168675	LDLRAD4	spinal cord	27.5	Brain	Brain	8.074	7.20305519079457
ENSG00000168701	TMEM208	choroid plexus	130	Brain	Brain	40.772	21.6165473276226
ENSG00000168702	LRP1B	amygdala	8.4	Brain	Brain	1.822	2.69165679954384
ENSG00000168710	AHCYL1	basal ganglia	200.7	Brain	Brain	78.472	55.2840311297863
ENSG00000168754	FAM178B	spinal cord	15.1	Brain	Brain	2.272	3.99423257679758
ENSG00000168765	GSTM4	choroid plexus	89.8	Brain	Brain	30.202	23.1494478269759
ENSG00000168772	CXXC4	cerebral cortex	5.1	Brain	Brain	1.53	1.67737039099044
ENSG00000168778	TCTN2	choroid plexus	38.3	Brain	Brain	7.584	6.52884838424739
ENSG00000168781	PPIP5K1	cerebellum	70.3	Brain	Brain	13.482	11.411982424502
ENSG00000168785	TSPAN5	cerebellum	69.5	Brain	Brain	12.82	12.9047689334017
ENSG00000168824	NSG1	cerebellum	89.2	Brain	Brain	20.628	29.2957337564112
ENSG00000168828	OR13J1	cerebral cortex	0.5	Brain	Brain	0.092	0.181647786574312
ENSG00000168830	HTR1E	basal ganglia	2.2	Brain	Brain	0.4	0.830293776384022
ENSG00000168843	FSTL5	cerebellum	47.6	Brain	Brain	3.72	14.4998803654459
